Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,Region
CA-2017-124086,2/10/2017,2/14/2017,Standard Class,MP-18175,Home Office,United States,West
CA-2016-112389,10/29/2016,11/2/2016,Standard Class,JM-15655,Corporate,United States,East
CA-2017-121888,9/15/2017,9/17/2017,Second Class,CL-11890,Consumer,United States,East
CA-2014-166884,3/11/2014,3/16/2014,Second Class,CK-12205,Consumer,United States,East
CA-2014-107181,2/4/2014,2/8/2014,Standard Class,DB-13270,Home Office,United States,West
CA-2014-150245,12/31/2014,1/4/2015,Second Class,PC-18745,Corporate,United States,East
CA-2015-111395,11/23/2015,11/27/2015,Standard Class,VB-21745,Corporate,United States,Central
CA-2014-134278,7/6/2014,7/8/2014,First Class,EP-13915,Consumer,United States,East
US-2017-124926,11/13/2017,11/18/2017,Second Class,ME-17320,Home Office,United States,Central
CA-2016-159345,6/17/2016,6/22/2016,Standard Class,IG-15085,Consumer,United States,West
CA-2014-130274,5/3/2014,5/5/2014,First Class,JS-15940,Home Office,United States,Central
CA-2017-158386,10/16/2017,10/21/2017,Standard Class,BO-11425,Consumer,United States,South
CA-2015-111507,2/6/2015,2/13/2015,Standard Class,VW-21775,Corporate,United States,West
CA-2017-120761,9/4/2017,9/8/2017,Standard Class,AB-10150,Consumer,United States,East
CA-2016-109176,5/9/2016,5/15/2016,Standard Class,JW-16075,Consumer,United States,East
CA-2015-112116,3/16/2015,3/18/2015,Second Class,JE-15475,Consumer,United States,West
CA-2016-126809,4/9/2016,4/13/2016,Standard Class,EB-13750,Corporate,United States,West
CA-2014-105172,4/4/2014,4/9/2014,Standard Class,PK-18910,Home Office,United States,West
CA-2017-107293,9/5/2017,9/6/2017,First Class,CS-12400,Home Office,United States,West
US-2017-102890,6/30/2017,6/30/2017,Same Day,SG-20470,Consumer,United States,East
CA-2015-158554,11/9/2015,11/9/2015,Same Day,CM-12190,Consumer,United States,East
CA-2014-116239,3/4/2014,3/4/2014,Same Day,CL-12565,Consumer,United States,South
CA-2015-132101,3/19/2015,3/25/2015,Standard Class,JO-15550,Home Office,United States,West
CA-2015-129112,11/29/2015,11/30/2015,First Class,AW-10840,Consumer,United States,Central
US-2017-152002,6/11/2017,6/11/2017,Same Day,DV-13465,Consumer,United States,West
CA-2017-165029,11/26/2017,11/30/2017,Standard Class,AH-10075,Corporate,United States,South
US-2014-157385,11/23/2014,11/25/2014,First Class,SC-20095,Consumer,United States,West
CA-2014-101602,12/15/2014,12/18/2014,First Class,MC-18100,Consumer,United States,Central
CA-2016-109057,4/22/2016,4/27/2016,Standard Class,TT-21460,Home Office,United States,Central
CA-2016-154403,5/23/2016,5/27/2016,Standard Class,AP-10720,Home Office,United States,South
CA-2016-102456,2/27/2016,3/1/2016,First Class,DL-12865,Consumer,United States,East
CA-2015-131338,8/9/2015,8/12/2015,First Class,NP-18325,Consumer,United States,East
CA-2016-109911,5/12/2016,5/16/2016,Standard Class,VG-21805,Corporate,United States,South
US-2016-132423,4/15/2016,4/19/2016,Standard Class,MY-18295,Corporate,United States,Central
CA-2015-122826,6/23/2015,6/25/2015,Second Class,RD-19480,Consumer,United States,West
CA-2014-117317,10/19/2014,10/19/2014,Same Day,JF-15490,Consumer,United States,West
CA-2015-118423,3/24/2015,3/27/2015,First Class,DP-13390,Home Office,United States,Central
CA-2017-149181,5/8/2017,5/12/2017,Standard Class,MD-17350,Consumer,United States,East
CA-2017-132234,10/16/2017,10/18/2017,First Class,MY-17380,Corporate,United States,East
CA-2017-158876,11/19/2017,11/21/2017,Second Class,AB-10150,Consumer,United States,Central
CA-2016-164672,5/8/2016,5/13/2016,Second Class,GB-14530,Corporate,United States,East
US-2016-132857,12/11/2016,12/17/2016,Standard Class,CA-12775,Consumer,United States,South
CA-2017-116645,11/30/2017,12/4/2017,Standard Class,ME-17725,Consumer,United States,East
US-2016-115819,4/19/2016,4/24/2016,Second Class,JO-15280,Consumer,United States,West
CA-2014-156349,5/26/2014,5/30/2014,Standard Class,ML-17395,Corporate,United States,West
CA-2017-138380,12/21/2017,12/25/2017,Standard Class,YS-21880,Corporate,United States,West
US-2016-113509,3/15/2016,3/19/2016,Standard Class,PL-18925,Home Office,United States,East
CA-2015-130022,8/10/2015,8/16/2015,Standard Class,JK-16120,Home Office,United States,Central
US-2016-118780,9/10/2016,9/14/2016,Second Class,PN-18775,Home Office,United States,East
CA-2017-108560,7/8/2017,7/15/2017,Standard Class,JC-15385,Consumer,United States,West
CA-2015-157084,12/19/2015,12/24/2015,Standard Class,JG-15160,Consumer,United States,West
CA-2015-164539,11/16/2015,11/22/2015,Standard Class,PO-19180,Home Office,United States,East
CA-2015-143119,9/24/2015,9/30/2015,Standard Class,MC-17275,Consumer,United States,South
CA-2017-101049,6/21/2017,6/25/2017,Second Class,AS-10240,Consumer,United States,East
CA-2016-106530,5/8/2016,5/8/2016,Same Day,CL-12565,Consumer,United States,East
CA-2014-168984,11/26/2014,12/2/2014,Standard Class,NW-18400,Consumer,United States,West
CA-2016-157266,5/26/2016,6/1/2016,Standard Class,TB-21280,Consumer,United States,East
US-2014-134712,11/29/2014,12/4/2014,Standard Class,BS-11380,Corporate,United States,Central
CA-2015-111829,3/19/2015,3/20/2015,First Class,FH-14365,Corporate,United States,West
CA-2015-105221,11/1/2015,11/3/2015,First Class,VM-21685,Home Office,United States,East
CA-2015-120341,9/26/2015,9/29/2015,Second Class,SF-20200,Consumer,United States,East
CA-2014-135699,8/29/2014,8/29/2014,Same Day,HH-15010,Corporate,United States,West
US-2017-132444,11/18/2017,11/21/2017,First Class,CD-12280,Consumer,United States,West
CA-2014-127159,5/12/2014,5/15/2014,First Class,HL-15040,Consumer,United States,Central
CA-2017-161809,1/20/2017,1/26/2017,Standard Class,TH-21100,Consumer,United States,West
CA-2017-127285,10/30/2017,11/6/2017,Standard Class,MM-18055,Consumer,United States,West
CA-2017-144526,4/30/2017,5/6/2017,Standard Class,QJ-19255,Corporate,United States,East
CA-2016-128531,11/24/2016,11/26/2016,Second Class,NS-18505,Consumer,United States,Central
US-2015-157154,1/10/2015,1/15/2015,Standard Class,MM-17920,Consumer,United States,East
CA-2017-159457,10/19/2017,10/26/2017,Standard Class,RD-19480,Consumer,United States,Central
CA-2016-107615,3/22/2016,3/25/2016,First Class,RB-19645,Corporate,United States,West
CA-2017-111647,7/3/2017,7/7/2017,Standard Class,RD-19585,Consumer,United States,Central
CA-2015-150560,12/11/2015,12/12/2015,First Class,SW-20455,Consumer,United States,South
CA-2015-143077,9/17/2015,9/21/2015,Standard Class,SF-20965,Corporate,United States,Central
CA-2016-122728,5/18/2016,5/24/2016,Standard Class,EB-13930,Consumer,United States,West
CA-2014-122882,9/7/2014,9/13/2014,Standard Class,SB-20290,Corporate,United States,East
US-2016-101497,9/29/2016,10/1/2016,Second Class,PS-18760,Consumer,United States,West
CA-2016-147585,11/7/2016,11/12/2016,Standard Class,CB-12535,Corporate,United States,West
CA-2017-149489,4/24/2017,4/27/2017,First Class,DK-12835,Corporate,United States,East
CA-2017-143798,12/10/2017,12/12/2017,First Class,AW-10840,Consumer,United States,East
CA-2014-142839,8/16/2014,8/20/2014,Standard Class,TS-21610,Consumer,United States,East
CA-2017-129833,12/9/2017,12/15/2017,Standard Class,HF-14995,Consumer,United States,Central
US-2016-154361,3/14/2016,3/19/2016,Standard Class,HZ-14950,Consumer,United States,East
US-2016-158708,6/26/2016,6/29/2016,Second Class,AB-10255,Home Office,United States,Central
CA-2015-156335,9/25/2015,9/28/2015,Second Class,PO-19195,Home Office,United States,East
CA-2015-148376,12/27/2015,12/31/2015,Standard Class,AG-10900,Consumer,United States,West
CA-2014-135657,6/3/2014,6/7/2014,Second Class,SC-20725,Consumer,United States,West
CA-2015-114069,7/13/2015,7/15/2015,Second Class,ND-18370,Consumer,United States,East
CA-2014-139857,2/2/2014,2/6/2014,Standard Class,CD-12790,Home Office,United States,West
CA-2016-106306,3/8/2016,3/8/2016,Same Day,PG-18820,Consumer,United States,West
CA-2015-100545,11/22/2015,11/26/2015,Standard Class,IM-15070,Consumer,United States,East
CA-2017-123491,10/30/2017,11/5/2017,Standard Class,JK-15205,Consumer,United States,West
CA-2015-145401,1/30/2015,2/4/2015,Standard Class,JP-15520,Consumer,United States,Central
US-2017-124968,9/8/2017,9/13/2017,Second Class,MM-18055,Consumer,United States,Central
CA-2017-104003,10/7/2017,10/13/2017,Standard Class,DC-13285,Consumer,United States,West
CA-2016-154788,4/30/2016,5/4/2016,Standard Class,JL-15835,Consumer,United States,East
CA-2016-169943,5/19/2016,5/24/2016,Standard Class,BN-11515,Consumer,United States,East
US-2015-123218,12/20/2015,12/25/2015,Standard Class,KD-16345,Consumer,United States,Central
CA-2015-127453,12/19/2015,12/20/2015,First Class,JK-15370,Consumer,United States,East
US-2017-164056,4/29/2017,5/4/2017,Second Class,FM-14215,Corporate,United States,East
CA-2016-106894,2/7/2016,2/7/2016,Same Day,CA-12265,Consumer,United States,South
CA-2014-125136,9/28/2014,10/3/2014,Standard Class,KD-16495,Corporate,United States,South
US-2016-131149,7/10/2016,7/14/2016,Standard Class,LH-17155,Consumer,United States,Central
CA-2017-101483,7/29/2017,8/1/2017,Second Class,AG-10675,Consumer,United States,South
CA-2015-130204,9/3/2015,9/9/2015,Standard Class,DB-13120,Corporate,United States,West
CA-2014-110527,8/9/2014,8/16/2014,Standard Class,ED-13885,Home Office,United States,West
CA-2017-152807,10/30/2017,11/3/2017,Standard Class,MC-18100,Consumer,United States,East
CA-2014-133270,6/6/2014,6/9/2014,First Class,BM-11785,Consumer,United States,East
CA-2016-155670,8/13/2016,8/17/2016,Second Class,EM-14065,Consumer,United States,South
US-2014-157406,4/25/2014,4/29/2014,Standard Class,DA-13450,Home Office,United States,Central
CA-2015-139094,11/22/2015,11/27/2015,Standard Class,MO-17800,Home Office,United States,Central
CA-2017-168837,10/14/2017,10/17/2017,First Class,JW-15955,Consumer,United States,West
CA-2017-116715,12/2/2017,12/5/2017,First Class,VW-21775,Corporate,United States,West
CA-2015-135622,12/8/2015,12/11/2015,Second Class,TT-21460,Home Office,United States,Central
US-2015-107349,7/13/2015,7/15/2015,First Class,SL-20155,Home Office,United States,Central
CA-2014-139017,5/11/2014,5/17/2014,Standard Class,RM-19375,Consumer,United States,Central
CA-2014-141817,1/5/2014,1/12/2014,Standard Class,MB-18085,Consumer,United States,East
CA-2015-130785,9/5/2015,9/9/2015,Standard Class,AG-10900,Consumer,United States,West
CA-2016-110254,8/4/2016,8/8/2016,Standard Class,ML-17755,Home Office,United States,South
US-2014-158057,3/22/2014,3/26/2014,Standard Class,CC-12685,Consumer,United States,South
CA-2017-146024,3/2/2017,3/8/2017,Standard Class,SC-20770,Corporate,United States,Central
CA-2016-129686,11/27/2016,11/29/2016,Second Class,GG-14650,Corporate,United States,Central
CA-2014-118976,4/28/2014,5/3/2014,Standard Class,MY-18295,Corporate,United States,East
CA-2015-105347,11/24/2015,11/28/2015,Standard Class,DP-13000,Consumer,United States,West
CA-2016-124667,11/11/2016,11/16/2016,Standard Class,BD-11770,Consumer,United States,East
CA-2015-111094,7/9/2015,7/13/2015,Standard Class,CB-12535,Corporate,United States,East
CA-2017-166317,9/22/2017,9/26/2017,Standard Class,JE-15610,Corporate,United States,Central
CA-2015-154326,2/15/2015,2/19/2015,Standard Class,RP-19855,Corporate,United States,Central
CA-2014-102008,9/30/2014,10/4/2014,Standard Class,RA-19915,Consumer,United States,East
CA-2014-120474,12/1/2014,12/3/2014,First Class,RP-19390,Consumer,United States,Central
CA-2014-104773,12/8/2014,12/13/2014,Standard Class,TB-21175,Corporate,United States,Central
CA-2016-140774,9/5/2016,9/10/2016,Standard Class,BE-11455,Home Office,United States,Central
US-2017-139465,8/27/2017,8/30/2017,First Class,MR-17545,Home Office,United States,East
CA-2016-100965,7/7/2016,7/11/2016,Standard Class,RM-19375,Consumer,United States,West
CA-2016-121034,8/8/2016,8/10/2016,Second Class,JF-15565,Consumer,United States,Central
CA-2016-149461,11/13/2016,11/19/2016,Standard Class,AS-10135,Home Office,United States,West
CA-2017-158379,9/22/2017,9/26/2017,Second Class,JA-15970,Consumer,United States,East
US-2016-116729,12/25/2016,12/28/2016,First Class,GK-14620,Corporate,United States,West
CA-2016-164938,2/11/2016,2/13/2016,First Class,PB-19210,Corporate,United States,Central
CA-2016-165484,10/23/2016,10/29/2016,Standard Class,HK-14890,Corporate,United States,Central
CA-2014-132612,6/9/2014,6/11/2014,Second Class,FO-14305,Consumer,United States,South
US-2017-161193,11/20/2017,11/26/2017,Standard Class,BT-11680,Consumer,United States,East
CA-2015-131597,9/14/2015,9/18/2015,Standard Class,SP-20620,Corporate,United States,West
CA-2015-164833,6/4/2015,6/4/2015,Same Day,LL-16840,Consumer,United States,West
CA-2015-125423,12/13/2015,12/15/2015,Second Class,MC-17575,Consumer,United States,West
US-2014-130379,5/25/2014,5/29/2014,Standard Class,JL-15235,Consumer,United States,Central
CA-2016-168956,2/16/2016,2/20/2016,Standard Class,EA-14035,Corporate,United States,Central
CA-2016-167507,12/22/2016,12/28/2016,Standard Class,SA-20830,Consumer,United States,West
CA-2016-109344,2/8/2016,2/11/2016,Second Class,CH-12070,Home Office,United States,South
US-2015-140851,7/13/2015,7/15/2015,Second Class,ND-18460,Corporate,United States,South
CA-2014-103373,5/18/2014,5/24/2014,Standard Class,BS-11755,Consumer,United States,East
CA-2017-145884,10/21/2017,10/21/2017,Same Day,SL-20155,Home Office,United States,Central
CA-2015-131422,11/5/2015,11/9/2015,Standard Class,GB-14530,Corporate,United States,South
CA-2017-162691,8/1/2017,8/7/2017,Standard Class,AS-10045,Corporate,United States,Central
CA-2014-141278,6/21/2014,6/24/2014,First Class,RM-19375,Consumer,United States,East
CA-2017-122693,2/19/2017,2/21/2017,Second Class,NH-18610,Corporate,United States,South
CA-2014-117345,8/1/2014,8/5/2014,Standard Class,BF-10975,Corporate,United States,South
CA-2016-157763,7/18/2016,7/23/2016,Standard Class,KH-16330,Corporate,United States,South
CA-2015-135391,2/9/2015,2/11/2015,Second Class,FA-14230,Corporate,United States,Central
US-2017-113852,7/29/2017,8/2/2017,Standard Class,GW-14605,Consumer,United States,West
US-2017-158512,1/12/2017,1/17/2017,Second Class,DA-13450,Home Office,United States,East
CA-2017-128370,9/10/2017,9/10/2017,Same Day,FH-14275,Corporate,United States,West
CA-2015-160472,7/20/2015,7/25/2015,Second Class,RK-19300,Consumer,United States,Central
CA-2014-114643,6/13/2014,6/17/2014,Standard Class,FM-14215,Corporate,United States,West
US-2017-158218,5/12/2017,5/15/2017,Second Class,AC-10420,Corporate,United States,Central
CA-2015-121608,9/3/2015,9/5/2015,First Class,JB-15400,Corporate,United States,East
US-2017-121251,3/26/2017,3/27/2017,First Class,GM-14440,Consumer,United States,East
CA-2014-151078,11/12/2014,11/12/2014,Same Day,RF-19840,Consumer,United States,Central
US-2016-100839,10/13/2016,10/17/2016,Standard Class,NC-18625,Corporate,United States,West
US-2017-116659,11/12/2017,11/12/2017,Same Day,NG-18355,Corporate,United States,East
CA-2017-118857,4/15/2017,4/18/2017,First Class,AH-10075,Corporate,United States,West
CA-2015-127110,6/25/2015,7/1/2015,Standard Class,CH-12070,Home Office,United States,East
CA-2016-148201,8/26/2016,8/29/2016,Second Class,CC-12145,Consumer,United States,West
CA-2014-116932,7/21/2014,7/25/2014,Standard Class,ME-18010,Corporate,United States,West
CA-2017-142888,11/21/2017,11/25/2017,Standard Class,BP-11230,Consumer,United States,West
CA-2014-147914,6/4/2014,6/9/2014,Standard Class,MP-17470,Home Office,United States,East
US-2016-112977,3/10/2016,3/16/2016,Standard Class,CJ-12010,Consumer,United States,East
CA-2017-112039,3/25/2017,3/29/2017,Standard Class,JC-15775,Consumer,United States,Central
CA-2017-118885,12/29/2017,1/2/2018,Standard Class,JG-15160,Consumer,United States,West
US-2017-166611,3/28/2017,4/2/2017,Standard Class,CK-12760,Corporate,United States,South
CA-2015-109512,3/5/2015,3/5/2015,Same Day,LF-17185,Consumer,United States,East
CA-2016-118570,11/13/2016,11/17/2016,Standard Class,CC-12430,Home Office,United States,East
CA-2017-154718,1/19/2017,1/23/2017,Second Class,DL-12865,Consumer,United States,Central
CA-2016-147578,4/22/2016,4/26/2016,Second Class,PG-18895,Consumer,United States,West
CA-2014-140165,5/13/2014,5/15/2014,First Class,EH-14005,Home Office,United States,South
CA-2014-142587,10/21/2014,10/22/2014,First Class,TB-21520,Consumer,United States,East
CA-2014-157623,3/14/2014,3/18/2014,Standard Class,DK-13225,Corporate,United States,West
CA-2017-145310,12/22/2017,12/24/2017,Second Class,JP-15520,Consumer,United States,South
CA-2016-100083,11/24/2016,11/29/2016,Standard Class,CD-11980,Consumer,United States,West
US-2017-108063,12/2/2017,12/5/2017,First Class,AS-10090,Consumer,United States,South
CA-2015-109197,12/31/2015,1/4/2016,Standard Class,JO-15280,Consumer,United States,West
CA-2017-141789,10/3/2017,10/6/2017,First Class,AC-10450,Consumer,United States,Central
CA-2014-169775,8/29/2014,9/2/2014,Second Class,RA-19945,Consumer,United States,South
CA-2016-140543,6/29/2016,7/3/2016,Second Class,Co-12640,Consumer,United States,South
CA-2016-151141,8/20/2016,8/23/2016,First Class,DW-13480,Home Office,United States,Central
CA-2017-167094,10/21/2017,10/22/2017,First Class,DK-12835,Corporate,United States,West
CA-2017-154410,10/21/2017,10/24/2017,First Class,MD-17860,Corporate,United States,Central
US-2016-150567,5/17/2016,5/21/2016,Standard Class,RP-19855,Corporate,United States,South
CA-2015-157959,2/3/2015,2/4/2015,First Class,RW-19540,Corporate,United States,West
CA-2017-105886,12/18/2017,12/23/2017,Standard Class,DB-13660,Consumer,United States,East
CA-2016-105963,11/15/2016,11/22/2016,Standard Class,SC-20770,Corporate,United States,West
CA-2017-121503,7/3/2017,7/6/2017,Second Class,FH-14275,Corporate,United States,Central
CA-2014-103366,1/15/2014,1/17/2014,First Class,EH-13990,Consumer,United States,South
CA-2017-124597,4/30/2017,5/5/2017,Standard Class,AS-10630,Home Office,United States,South
CA-2015-105634,11/8/2015,11/14/2015,Standard Class,HA-14905,Consumer,United States,East
CA-2015-123673,10/30/2015,11/1/2015,Second Class,CH-12070,Home Office,United States,Central
US-2017-111423,8/17/2017,8/19/2017,First Class,EH-13765,Corporate,United States,East
CA-2015-125178,10/3/2015,10/9/2015,Standard Class,MZ-17515,Corporate,United States,East
CA-2016-156685,7/8/2016,7/10/2016,Second Class,SC-20230,Corporate,United States,Central
CA-2017-126865,12/5/2017,12/7/2017,Second Class,NP-18325,Consumer,United States,West
CA-2017-102834,3/9/2017,3/13/2017,Standard Class,LW-16990,Corporate,United States,West
US-2016-139710,6/9/2016,6/15/2016,Standard Class,GM-14680,Consumer,United States,West
CA-2017-121538,11/28/2017,12/1/2017,First Class,RH-19495,Consumer,United States,West
US-2017-101539,3/16/2017,3/18/2017,Second Class,VM-21685,Home Office,United States,West
CA-2016-152121,11/27/2016,11/29/2016,Second Class,CC-12670,Consumer,United States,West
CA-2017-161200,8/6/2017,8/10/2017,Second Class,SV-20365,Consumer,United States,South
CA-2017-101245,11/27/2017,12/3/2017,Standard Class,LW-16990,Corporate,United States,West
CA-2015-141768,5/25/2015,5/27/2015,Second Class,NP-18685,Home Office,United States,West
CA-2016-112109,7/8/2016,7/12/2016,Standard Class,JE-15715,Consumer,United States,West
CA-2017-144064,8/29/2017,9/1/2017,First Class,CP-12085,Corporate,United States,Central
CA-2016-108581,6/20/2016,6/26/2016,Standard Class,EA-14035,Corporate,United States,Central
CA-2017-157987,9/2/2017,9/6/2017,Standard Class,AC-10615,Corporate,United States,East
CA-2017-110905,9/10/2017,9/15/2017,Second Class,RW-19690,Consumer,United States,Central
CA-2017-165841,12/21/2017,12/28/2017,Standard Class,DB-13210,Consumer,United States,East
CA-2017-117485,9/23/2017,9/29/2017,Standard Class,BD-11320,Consumer,United States,Central
CA-2017-140242,5/6/2017,5/11/2017,Standard Class,ML-17755,Home Office,United States,Central
CA-2014-148950,12/14/2014,12/19/2014,Standard Class,JD-16015,Consumer,United States,Central
CA-2014-110408,10/18/2014,10/20/2014,Second Class,AS-10225,Corporate,United States,South
CA-2015-109939,5/8/2015,5/12/2015,Standard Class,AA-10375,Consumer,United States,West
CA-2016-112669,4/14/2016,4/14/2016,Same Day,KT-16465,Consumer,United States,West
CA-2015-119592,12/14/2015,12/16/2015,Second Class,MM-18280,Corporate,United States,South
CA-2014-122749,12/3/2014,12/9/2014,Standard Class,NG-18430,Consumer,United States,Central
CA-2014-164721,11/25/2014,11/27/2014,Second Class,LW-16825,Corporate,United States,West
CA-2016-147417,7/25/2016,7/27/2016,First Class,CB-12415,Consumer,United States,East
CA-2015-127509,11/9/2015,11/13/2015,Standard Class,AS-10090,Consumer,United States,Central
CA-2017-111374,2/24/2017,2/28/2017,Standard Class,CB-12415,Consumer,United States,East
CA-2017-133648,6/25/2017,7/2/2017,Standard Class,ML-17755,Home Office,United States,West
US-2017-147221,12/2/2017,12/4/2017,Second Class,JS-16030,Consumer,United States,Central
CA-2014-131905,2/6/2014,2/9/2014,First Class,ND-18460,Corporate,United States,South
CA-2017-166128,4/11/2017,4/18/2017,Standard Class,LW-17215,Consumer,United States,West
CA-2017-163510,12/25/2017,12/28/2017,Second Class,JW-15955,Consumer,United States,South
US-2017-143028,4/11/2017,4/18/2017,Standard Class,SC-20050,Home Office,United States,Central
CA-2014-111150,12/31/2014,1/4/2015,Standard Class,RW-19630,Corporate,United States,Central
CA-2017-165386,8/3/2017,8/4/2017,First Class,CM-12190,Consumer,United States,Central
CA-2014-116407,11/15/2014,11/21/2014,Standard Class,JF-15190,Consumer,United States,South
CA-2015-155761,12/11/2015,12/11/2015,Same Day,SC-20800,Consumer,United States,Central
CA-2016-145905,9/18/2016,9/23/2016,Standard Class,AM-10705,Consumer,United States,South
CA-2015-113110,3/19/2015,3/23/2015,Standard Class,BK-11260,Consumer,United States,West
CA-2016-168354,9/19/2016,9/21/2016,First Class,RH-19510,Home Office,United States,East
US-2017-111241,8/20/2017,8/22/2017,Second Class,GM-14500,Consumer,United States,West
CA-2015-114237,3/13/2015,3/15/2015,First Class,MC-17275,Consumer,United States,West
CA-2016-113516,9/8/2016,9/10/2016,Second Class,VM-21685,Home Office,United States,West
CA-2015-117961,11/26/2015,11/30/2015,Standard Class,GP-14740,Corporate,United States,East
CA-2016-128923,12/9/2016,12/13/2016,Standard Class,GB-14530,Corporate,United States,Central
CA-2017-162481,9/25/2017,9/29/2017,Standard Class,CT-11995,Consumer,United States,Central
CA-2015-119214,1/23/2015,1/27/2015,Standard Class,CW-11905,Home Office,United States,West
CA-2015-122287,6/18/2015,6/23/2015,Standard Class,SN-20560,Home Office,United States,West
CA-2015-104493,10/2/2015,10/8/2015,Standard Class,EB-13705,Corporate,United States,West
US-2017-158946,11/18/2017,11/23/2017,Standard Class,JW-15220,Corporate,United States,East
CA-2014-129168,8/17/2014,8/23/2014,Standard Class,KB-16585,Corporate,United States,Central
CA-2016-131835,7/17/2016,7/21/2016,Standard Class,MC-17590,Corporate,United States,East
CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595,Consumer,United States,East
CA-2016-136434,12/1/2016,12/7/2016,Standard Class,RD-19480,Consumer,United States,Central
CA-2017-120376,12/22/2017,12/25/2017,First Class,TP-21130,Consumer,United States,Central
CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Corporate,United States,West
CA-2015-133452,4/13/2015,4/19/2015,Standard Class,ZC-21910,Consumer,United States,West
CA-2016-146521,7/21/2016,7/23/2016,Second Class,CC-12610,Corporate,United States,East
US-2017-110996,11/20/2017,11/25/2017,Standard Class,KA-16525,Consumer,United States,West
CA-2016-129693,11/26/2016,12/2/2016,Standard Class,TC-20980,Corporate,United States,West
CA-2017-122504,11/7/2017,11/12/2017,Second Class,DB-13270,Home Office,United States,West
CA-2014-131051,12/1/2014,12/5/2014,Standard Class,TR-21325,Consumer,United States,West
CA-2017-140676,9/12/2017,9/15/2017,First Class,BF-11080,Consumer,United States,East
CA-2015-120103,12/24/2015,12/29/2015,Standard Class,MS-17365,Consumer,United States,West
CA-2017-104647,2/23/2017,3/1/2017,Standard Class,CK-12595,Consumer,United States,West
CA-2014-110352,11/23/2014,11/29/2014,Standard Class,ED-13885,Home Office,United States,Central
CA-2016-140501,6/23/2016,6/28/2016,Standard Class,IM-15070,Consumer,United States,East
CA-2015-139290,10/26/2015,10/30/2015,Standard Class,MY-17380,Corporate,United States,West
CA-2017-166142,7/15/2017,7/19/2017,Standard Class,MM-17260,Consumer,United States,East
CA-2014-145926,11/17/2014,11/21/2014,Standard Class,MP-17470,Home Office,United States,Central
CA-2015-149678,4/13/2015,4/15/2015,Second Class,AW-10840,Consumer,United States,West
US-2015-164357,11/25/2015,11/29/2015,Standard Class,SF-20065,Consumer,United States,South
US-2016-146570,5/15/2016,5/20/2016,Standard Class,SN-20710,Home Office,United States,South
CA-2017-124401,9/7/2017,9/12/2017,Standard Class,RD-19900,Consumer,United States,West
US-2014-140116,3/10/2014,3/17/2014,Standard Class,KT-16480,Consumer,United States,West
CA-2014-123295,7/18/2014,7/18/2014,Same Day,AH-10120,Home Office,United States,West
CA-2017-167101,3/24/2017,3/28/2017,Second Class,BM-11650,Corporate,United States,East
US-2014-167633,9/30/2014,10/5/2014,Standard Class,BW-11200,Consumer,United States,South
US-2014-152723,9/26/2014,9/26/2014,Same Day,HG-14965,Corporate,United States,Central
CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Consumer,United States,West
CA-2015-159786,10/12/2015,10/17/2015,Second Class,RK-19300,Consumer,United States,East
CA-2016-130267,9/19/2016,9/23/2016,Standard Class,SW-20245,Consumer,United States,West
CA-2017-155460,4/13/2017,4/15/2017,First Class,RW-19630,Corporate,United States,West
US-2017-168690,1/7/2017,1/13/2017,Standard Class,TS-21085,Consumer,United States,South
CA-2017-158246,11/9/2017,11/11/2017,First Class,JB-15400,Corporate,United States,West
CA-2017-167381,9/22/2017,9/24/2017,Second Class,EH-14005,Home Office,United States,Central
CA-2017-144862,12/1/2017,12/5/2017,Standard Class,EH-14005,Home Office,United States,East
CA-2014-126032,6/23/2014,6/28/2014,Standard Class,BS-11665,Consumer,United States,East
CA-2015-134859,10/4/2015,10/9/2015,Standard Class,JK-16120,Home Office,United States,East
US-2014-114188,5/20/2014,5/22/2014,Second Class,RF-19345,Corporate,United States,East
CA-2015-156524,11/20/2015,11/26/2015,Standard Class,DL-12865,Consumer,United States,East
CA-2015-122210,11/30/2015,12/4/2015,Standard Class,WB-21850,Consumer,United States,East
CA-2015-156377,12/31/2015,1/5/2016,Standard Class,TB-21625,Consumer,United States,Central
US-2017-157896,11/16/2017,11/16/2017,Same Day,CB-12415,Consumer,United States,East
CA-2014-159520,6/6/2014,6/11/2014,Standard Class,GT-14635,Corporate,United States,East
CA-2016-155481,9/1/2016,9/5/2016,Standard Class,DK-13225,Corporate,United States,East
US-2016-152051,6/25/2016,6/29/2016,Standard Class,TS-21160,Corporate,United States,East
CA-2014-141607,12/12/2014,12/17/2014,Standard Class,WB-21850,Consumer,United States,West
CA-2017-102771,3/31/2017,4/5/2017,Standard Class,DO-13435,Consumer,United States,East
US-2017-139969,11/19/2017,11/26/2017,Standard Class,AF-10870,Consumer,United States,Central
CA-2014-167360,11/24/2014,11/29/2014,Second Class,RB-19435,Consumer,United States,Central
CA-2015-123505,11/22/2015,11/26/2015,Standard Class,AR-10540,Consumer,United States,East
CA-2016-117282,7/14/2016,7/18/2016,Standard Class,DR-12880,Corporate,United States,East
US-2016-120460,4/30/2016,5/5/2016,Standard Class,BF-11170,Home Office,United States,Central
