Order ID,Order Date,Ship Date,Customer ID
CA-2016-154053,3/4/2016,3/10/2016,MG-17890
CA-2014-127446,11/25/2014,11/30/2014,MC-17590
CA-2016-137204,4/28/2016,5/5/2016,BO-11350
CA-2014-147298,4/26/2014,5/3/2014,AG-10300
CA-2017-147942,4/1/2017,4/5/2017,MS-17365
CA-2017-115931,12/22/2017,12/26/2017,JM-15655
CA-2014-164861,12/3/2014,12/6/2014,MC-17635
CA-2017-127180,10/22/2017,10/24/2017,TA-21385
US-2017-165344,11/13/2017,11/15/2017,SB-20290
CA-2015-168186,9/10/2015,9/15/2015,AB-10150
US-2017-110604,5/15/2017,5/20/2017,JF-15295
CA-2015-116750,7/5/2015,7/10/2015,BF-10975
CA-2015-162369,8/15/2015,8/19/2015,TT-21265
CA-2017-108441,6/12/2017,6/18/2017,SB-20170
CA-2015-169740,2/20/2015,2/25/2015,LM-17065
CA-2016-124051,12/29/2016,12/30/2016,KA-16525
CA-2016-149111,4/17/2016,4/21/2016,BF-11170
CA-2014-131002,9/7/2014,9/12/2014,TB-21400
US-2016-146794,9/26/2016,10/1/2016,SH-19975
CA-2017-112515,9/17/2017,9/21/2017,AS-10225
CA-2016-150343,8/16/2016,8/20/2016,PK-19075
CA-2015-135538,12/24/2015,12/28/2015,HR-14830
CA-2017-123372,11/28/2017,12/2/2017,DG-13300
CA-2017-159604,4/14/2017,4/15/2017,CL-12700
CA-2016-164784,5/1/2016,5/4/2016,HF-14995
CA-2016-111794,10/1/2016,10/1/2016,HG-15025
US-2015-139759,8/25/2015,8/30/2015,NL-18310
CA-2014-126403,9/9/2014,9/12/2014,RR-19525
CA-2017-136875,12/3/2017,12/3/2017,TC-21295
CA-2017-132185,11/27/2017,12/2/2017,DB-13615
US-2014-160780,6/21/2014,6/21/2014,SV-20785
CA-2017-127026,1/21/2017,1/27/2017,MH-18115
CA-2017-137085,6/29/2017,7/6/2017,CT-11995
CA-2016-133123,9/6/2016,9/11/2016,KB-16315
US-2016-128195,8/4/2016,8/5/2016,RA-19285
CA-2015-153220,11/12/2015,11/14/2015,YC-21895
CA-2014-123064,6/30/2014,7/2/2014,RA-19915
CA-2017-156412,12/4/2017,12/8/2017,CM-12160
US-2016-144211,8/28/2016,9/2/2016,CS-12130
CA-2016-138079,1/22/2016,1/28/2016,AJ-10795
CA-2014-143182,10/15/2014,10/20/2014,DL-12865
CA-2016-161662,2/7/2016,2/9/2016,BE-11410
CA-2014-145317,3/18/2014,3/23/2014,SM-20320
CA-2014-143413,5/24/2014,5/30/2014,RP-19390
CA-2017-156818,7/11/2017,7/13/2017,JD-16015
CA-2017-155873,6/16/2017,6/21/2017,AB-10255
CA-2015-121797,1/30/2015,2/6/2015,CC-12145
US-2015-120572,12/11/2015,12/15/2015,GH-14425
CA-2017-132430,10/9/2017,10/11/2017,CP-12085
CA-2017-146031,7/29/2017,8/1/2017,GM-14440
CA-2014-110100,4/25/2014,4/29/2014,LC-16885
CA-2015-103723,12/1/2015,12/6/2015,BT-11305
CA-2014-127187,12/4/2014,12/8/2014,CP-12085
CA-2017-128475,8/26/2017,9/1/2017,SC-20680
CA-2014-100006,9/7/2014,9/13/2014,DK-13375
CA-2017-144827,12/21/2017,12/27/2017,SE-20110
CA-2014-110030,12/6/2014,12/8/2014,LF-17185
CA-2014-121286,11/4/2014,11/8/2014,ON-18715
CA-2016-164735,4/14/2016,4/19/2016,TB-21400
CA-2014-153479,10/4/2014,10/8/2014,DF-13135
CA-2017-149888,11/7/2017,11/13/2017,EP-13915
CA-2017-119193,12/22/2017,12/24/2017,SK-19990
CA-2017-104801,2/13/2017,2/19/2017,FH-14350
CA-2014-107594,7/2/2014,7/6/2014,EH-13945
CA-2015-129770,2/21/2015,2/23/2015,JE-15715
CA-2015-115798,11/13/2015,11/19/2015,KL-16645
CA-2017-122707,4/16/2017,4/18/2017,EB-13750
CA-2016-165015,2/25/2016,2/27/2016,BD-11725
CA-2014-149244,11/4/2014,11/8/2014,MS-17530
CA-2015-140144,6/20/2015,6/25/2015,SC-20770
CA-2017-163321,8/7/2017,8/11/2017,FM-14380
CA-2014-155887,5/12/2014,5/17/2014,KT-16480
US-2015-165449,11/22/2015,11/26/2015,AP-10720
CA-2015-110247,12/4/2015,12/8/2015,RH-19555
US-2014-141257,6/8/2014,6/14/2014,CS-11950
CA-2014-154669,8/8/2014,8/11/2014,TM-21010
CA-2014-158029,5/26/2014,5/30/2014,HF-14995
CA-2015-155306,4/17/2015,4/21/2015,GA-14515
CA-2016-127775,6/11/2016,6/13/2016,ES-14020
CA-2016-146171,3/11/2016,3/15/2016,JP-16135
CA-2014-129574,5/26/2014,5/29/2014,Dp-13240
CA-2017-126536,10/12/2017,10/14/2017,NK-18490
CA-2017-165757,6/22/2017,6/28/2017,PL-18925
CA-2017-167752,1/15/2017,1/18/2017,RW-19690
US-2015-122140,4/2/2015,4/7/2015,MO-17950
CA-2016-163986,9/3/2016,9/10/2016,JJ-15445
CA-2017-158967,12/10/2017,12/12/2017,BT-11680
CA-2016-131576,11/22/2016,11/26/2016,RD-19585
CA-2017-143455,11/11/2017,11/18/2017,ML-17755
CA-2016-144729,10/21/2016,10/25/2016,JE-15745
CA-2015-127019,12/21/2015,12/25/2015,ER-13855
CA-2015-138534,7/17/2015,7/19/2015,JM-15535
CA-2017-108322,4/30/2017,5/5/2017,SS-20140
CA-2017-167668,5/6/2017,5/8/2017,TC-21295
CA-2017-146724,11/20/2017,11/27/2017,HG-15025
CA-2016-139878,11/11/2016,11/16/2016,LD-17005
US-2016-106677,11/5/2016,11/10/2016,AS-10285
CA-2016-116974,10/9/2016,10/15/2016,MP-17965
CA-2015-149972,9/21/2015,9/23/2015,CD-12790
US-2014-117744,12/2/2014,12/6/2014,MD-17860
CA-2014-125514,9/21/2014,9/22/2014,BM-11650
CA-2014-154599,4/12/2014,4/17/2014,KN-16450
CA-2017-158743,10/20/2017,10/27/2017,IG-15085
CA-2016-153318,10/25/2016,10/28/2016,JS-15595
US-2015-110163,11/1/2015,11/4/2015,GA-14725
CA-2017-143329,11/3/2017,11/8/2017,DL-13330
CA-2015-159380,5/12/2015,5/16/2015,CS-12505
CA-2015-122623,9/7/2015,9/11/2015,CC-12145
CA-2015-148635,7/25/2015,7/27/2015,MH-18025
CA-2015-135685,11/16/2015,11/18/2015,MP-18175
CA-2015-104626,9/1/2015,9/8/2015,DR-12940
CA-2016-160500,5/5/2016,5/8/2016,DM-13015
CA-2017-100202,12/31/2016,1/5/2017,BD-11620
CA-2017-131016,9/18/2017,9/20/2017,DC-12850
US-2014-112914,9/25/2014,9/30/2014,MT-18070
CA-2016-124149,4/23/2016,4/26/2016,MJ-17740
CA-2014-148915,11/1/2014,11/5/2014,ND-18370
CA-2017-134649,1/26/2017,1/31/2017,CA-11965
CA-2017-110842,11/11/2017,11/16/2017,GA-14725
CA-2016-147368,6/9/2016,6/12/2016,TC-21295
US-2015-104185,9/3/2015,9/8/2015,JB-15400
US-2014-125521,3/14/2014,3/19/2014,CK-12325
US-2017-135062,8/31/2017,9/4/2017,RL-19615
CA-2017-135650,3/23/2017,3/27/2017,AC-10660
CA-2017-112865,5/18/2017,5/22/2017,BH-11710
US-2016-162852,12/27/2016,12/31/2016,BG-11695
CA-2017-138163,11/17/2017,11/20/2017,XP-21865
CA-2017-152093,9/10/2017,9/15/2017,SN-20560
CA-2017-157854,4/8/2017,4/15/2017,DM-13345
CA-2016-123617,11/28/2016,12/3/2016,AJ-10780
US-2016-128293,6/2/2016,6/5/2016,KC-16255
CA-2017-107342,12/17/2017,12/22/2017,VF-21715
CA-2016-136371,3/19/2016,3/21/2016,SV-20935
CA-2017-137344,8/20/2017,8/20/2017,EM-13810
CA-2017-169810,7/25/2017,7/31/2017,RB-19360
CA-2016-128594,8/26/2016,8/29/2016,DJ-13510
CA-2016-154690,8/15/2016,8/17/2016,CC-12370
CA-2017-138975,5/19/2017,5/23/2017,SC-20380
CA-2017-106537,8/12/2017,8/17/2017,RH-19495
US-2017-103828,8/13/2017,8/13/2017,JK-15370
CA-2016-115588,11/10/2016,11/12/2016,AF-10885
CA-2017-143861,6/12/2017,6/19/2017,LC-16885
CA-2014-148040,3/22/2014,3/26/2014,BF-11275
CA-2017-135167,6/15/2017,6/20/2017,SC-20800
CA-2017-137022,11/16/2017,11/22/2017,SW-20275
US-2017-102638,12/29/2017,12/31/2017,MC-17845
US-2016-167339,1/21/2016,1/23/2016,TD-20995
CA-2016-152072,1/15/2016,1/19/2016,Dp-13240
CA-2016-102932,9/19/2016,9/23/2016,SD-20485
CA-2014-165540,2/21/2014,2/25/2014,TM-21010
CA-2016-130799,11/11/2016,11/16/2016,BK-11260
CA-2016-164483,1/30/2016,2/3/2016,JF-15490
US-2016-159856,10/18/2016,10/22/2016,EP-13915
CA-2017-102099,12/18/2017,12/19/2017,EP-13915
CA-2017-164049,11/2/2017,11/6/2017,KH-16630
CA-2014-142727,4/29/2014,5/1/2014,HG-14845
CA-2017-139913,10/23/2017,10/29/2017,JC-16105
CA-2014-169033,3/30/2014,4/3/2014,KM-16720
US-2016-164630,1/4/2016,1/9/2016,EB-13975
US-2015-114839,4/26/2015,4/30/2015,PW-19240
CA-2015-166464,9/12/2015,9/17/2015,PG-18895
CA-2017-124898,9/11/2017,9/15/2017,DB-12910
CA-2016-164035,6/12/2016,6/17/2016,CR-12730
CA-2016-153577,6/27/2016,7/1/2016,KH-16330
CA-2014-127586,9/26/2014,9/30/2014,CS-12400
CA-2017-121615,11/3/2017,11/9/2017,DL-12925
CA-2017-166415,2/19/2017,2/23/2017,ME-17725
CA-2015-118444,11/5/2015,11/9/2015,VD-21670
CA-2014-113929,6/16/2014,6/21/2014,CK-12205
CA-2015-134747,10/12/2015,10/17/2015,DL-12925
CA-2017-155047,8/27/2017,8/30/2017,SE-20110
CA-2016-160129,11/23/2016,11/23/2016,LS-17200
CA-2017-164329,1/30/2017,1/30/2017,MM-17920
US-2015-141453,11/30/2015,12/3/2015,DB-13270
CA-2014-156993,6/28/2014,7/4/2014,RW-19630
CA-2014-157721,9/2/2014,9/5/2014,JM-16195
CA-2017-128629,7/10/2017,7/14/2017,BP-11155
CA-2017-158106,6/4/2017,6/10/2017,CT-11995
US-2017-120390,10/19/2017,10/26/2017,TH-21550
CA-2017-143434,11/18/2017,11/24/2017,ME-17320
CA-2015-168564,8/8/2015,8/8/2015,TT-21220
US-2016-169040,12/6/2016,12/12/2016,GT-14710
CA-2017-155880,3/25/2017,3/31/2017,JD-16150
CA-2017-126242,11/19/2017,11/24/2017,MC-18100
CA-2016-166443,11/4/2016,11/5/2016,LH-17020
CA-2017-169859,12/14/2017,12/18/2017,MP-18175
CA-2017-134915,11/12/2017,11/12/2017,EM-14140
CA-2016-153353,8/18/2016,8/24/2016,GG-14650
CA-2017-123638,6/27/2017,7/4/2017,MA-17995
CA-2017-168900,5/4/2017,5/9/2017,SH-20395
CA-2015-158456,12/24/2015,12/29/2015,KT-16465
CA-2017-143665,4/26/2017,5/1/2017,PO-19180
CA-2017-137428,12/16/2017,12/21/2017,AY-10555
CA-2014-162866,12/27/2014,12/31/2014,Co-12640
CA-2017-167941,11/6/2017,11/9/2017,JF-15565
CA-2017-111808,12/16/2017,12/20/2017,AR-10510
CA-2015-137512,5/7/2015,5/12/2015,AG-10675
CA-2017-139773,12/4/2017,12/4/2017,DV-13045
CA-2017-134607,10/3/2017,10/8/2017,HL-15040
CA-2014-109232,1/13/2014,1/16/2014,ND-18370
CA-2015-139850,6/12/2015,6/17/2015,GB-14575
CA-2014-131310,7/12/2014,7/18/2014,CL-12565
US-2014-112872,12/6/2014,12/11/2014,RC-19960
CA-2016-139269,5/25/2016,5/30/2016,JB-16045
CA-2016-139010,2/21/2016,2/26/2016,MC-17635
CA-2016-134376,10/2/2016,10/6/2016,TT-21265
CA-2017-147291,3/11/2017,3/17/2017,MJ-17740
CA-2016-112893,9/9/2016,9/13/2016,AT-10735
US-2014-150532,7/14/2014,7/21/2014,PB-19150
CA-2014-138317,6/21/2014,6/25/2014,NW-18400
CA-2015-130610,7/5/2015,7/10/2015,VP-21730
CA-2017-104381,12/16/2017,12/23/2017,RD-19810
CA-2016-131499,9/8/2016,9/10/2016,MG-17875
CA-2014-148761,5/17/2014,5/21/2014,PA-19060
CA-2017-116519,10/13/2017,10/15/2017,CR-12730
CA-2014-130729,10/24/2014,10/29/2014,AA-10375
CA-2016-124772,12/5/2016,12/6/2016,JG-15160
CA-2016-115525,7/25/2016,7/29/2016,RR-19525
CA-2017-134845,4/17/2017,4/23/2017,SR-20425
US-2015-138919,9/17/2015,9/21/2015,LS-16975
US-2016-160528,8/23/2016,8/30/2016,MH-18115
CA-2015-123568,11/8/2015,11/14/2015,SC-20095
CA-2017-124674,11/17/2017,11/23/2017,JB-16000
CA-2015-164441,11/8/2015,11/13/2015,AC-10450
CA-2017-169054,4/22/2017,4/26/2017,MO-17800
CA-2014-106719,8/24/2014,8/24/2014,RB-19645
CA-2017-116855,12/17/2017,12/21/2017,AI-10855
US-2016-164189,3/24/2016,3/28/2016,DR-12880
CA-2015-168480,9/21/2015,9/27/2015,DM-12955
US-2016-114293,11/21/2016,11/26/2016,JH-16180
CA-2017-134173,9/16/2017,9/21/2017,AB-10060
US-2015-123960,6/11/2015,6/16/2015,BD-11605
CA-2017-101749,10/3/2017,10/8/2017,AS-10045
US-2016-147991,5/5/2016,5/9/2016,ZD-21925
CA-2017-149559,9/11/2017,9/12/2017,KF-16285
CA-2015-135174,4/30/2015,5/2/2015,BP-11230
CA-2017-125290,11/6/2017,11/10/2017,CC-12430
CA-2014-137351,9/30/2014,10/4/2014,DB-13615
CA-2017-121419,4/2/2017,4/4/2017,TC-21475
US-2017-148054,10/6/2017,10/11/2017,NZ-18565
CA-2016-128517,4/9/2016,4/14/2016,SW-20350
US-2015-100377,8/28/2015,9/1/2015,TS-21370
CA-2017-131492,10/19/2017,10/24/2017,HH-15010
CA-2016-144554,11/7/2016,11/12/2016,DM-13345
CA-2017-127621,3/3/2017,3/7/2017,RE-19450
CA-2015-145184,11/27/2015,11/29/2015,JD-16150
CA-2017-106859,3/13/2017,3/18/2017,BF-11215
US-2017-120089,11/30/2017,11/30/2017,ML-17755
CA-2014-119375,11/17/2014,11/22/2014,YC-21895
CA-2016-125206,1/3/2016,1/5/2016,LR-16915
CA-2015-126137,10/3/2015,10/8/2015,BS-11755
CA-2014-143903,7/20/2014,7/24/2014,KM-16375
CA-2014-104780,5/21/2014,5/25/2014,BT-11530
CA-2017-101182,9/4/2017,9/5/2017,KB-16405
US-2017-132297,5/27/2017,6/2/2017,DW-13480
CA-2014-100328,1/28/2014,2/3/2014,JC-15340
CA-2017-118773,2/9/2017,2/14/2017,TP-21415
US-2017-159205,3/31/2017,4/2/2017,DB-12910
CA-2016-112123,3/3/2016,3/8/2016,BH-11710
CA-2015-114468,8/23/2015,8/23/2015,TD-20995
CA-2017-135692,4/27/2017,5/1/2017,CV-12805
CA-2017-131233,4/14/2017,4/19/2017,CS-12355
CA-2017-119578,12/22/2017,12/27/2017,JG-15310
CA-2016-124562,12/8/2016,12/12/2016,JP-16135
US-2017-140074,3/23/2017,3/29/2017,EC-14050
CA-2016-103037,7/25/2016,7/29/2016,KH-16630
CA-2017-127460,7/10/2017,7/14/2017,FG-14260
CA-2016-121671,7/17/2016,7/22/2016,AA-10480
CA-2016-150350,8/23/2016,8/30/2016,MS-17770
CA-2015-121720,6/11/2015,6/12/2015,JE-15610
CA-2017-149895,9/8/2017,9/12/2017,EB-14110
CA-2017-147564,10/2/2017,10/6/2017,BP-11155
CA-2014-136399,12/16/2014,12/17/2014,CC-12100
CA-2014-107916,8/24/2014,8/26/2014,JP-15460
CA-2017-164168,11/12/2017,11/18/2017,LS-16975
CA-2015-112557,4/25/2015,4/28/2015,JL-15850
US-2014-122959,12/12/2014,12/12/2014,CY-12745
CA-2017-162572,9/25/2017,9/27/2017,RB-19360
US-2016-148110,9/5/2016,9/11/2016,AR-10825
CA-2017-131828,2/11/2017,2/13/2017,CS-11845
CA-2014-109218,6/30/2014,7/3/2014,AR-10825
CA-2016-120558,6/7/2016,6/10/2016,RD-19810
US-2014-109036,12/20/2014,12/25/2014,KH-16510
CA-2015-147830,12/15/2015,12/18/2015,NF-18385
CA-2017-150497,7/20/2017,7/24/2017,SM-20950
CA-2014-128986,8/3/2014,8/5/2014,GH-14410
CA-2015-139584,8/24/2015,8/28/2015,EM-13810
US-2016-162677,3/26/2016,3/27/2016,DB-13210
US-2014-150924,9/12/2014,9/16/2014,PT-19090
CA-2014-153969,9/21/2014,9/25/2014,HF-14995
CA-2016-146682,10/29/2016,10/31/2016,KW-16435
CA-2016-138695,5/28/2016,6/3/2016,KC-16675
CA-2017-107461,12/21/2017,12/26/2017,PK-19075
US-2016-133879,3/21/2016,3/28/2016,KT-16465
CA-2017-157483,11/11/2017,11/18/2017,EP-13915
US-2017-132059,9/23/2017,9/29/2017,AP-10915
CA-2017-122280,9/10/2017,9/10/2017,SH-20395
CA-2017-105235,12/5/2017,12/11/2017,SM-20950
CA-2017-152912,11/9/2017,11/12/2017,BM-11650
CA-2014-123498,11/7/2014,11/9/2014,TC-20980
CA-2017-159352,3/12/2017,3/17/2017,KB-16585
US-2017-146416,10/20/2017,10/22/2017,JE-16165
US-2015-163783,12/27/2015,1/1/2016,DR-12940
CA-2017-123981,10/2/2017,10/8/2017,RW-19630
CA-2017-158953,6/4/2017,6/8/2017,ML-18040
CA-2014-165428,9/1/2014,9/4/2014,JL-15130
CA-2016-169026,8/8/2016,8/13/2016,CM-12655
CA-2017-109750,7/22/2017,7/28/2017,FH-14365
CA-2015-149384,7/10/2015,7/10/2015,EH-13945
CA-2014-131527,12/1/2014,12/7/2014,TB-21280
CA-2017-164000,12/18/2017,12/22/2017,AH-10030
CA-2014-164224,5/18/2014,5/20/2014,TT-21070
CA-2014-158372,11/10/2014,11/16/2014,RD-19900
CA-2016-108882,1/9/2016,1/15/2016,LA-16780
US-2017-108245,9/22/2017,9/27/2017,SH-19975
CA-2014-142314,12/23/2014,12/28/2014,SF-20200
CA-2016-132409,5/26/2016,6/1/2016,TH-21235
CA-2017-150189,7/8/2017,7/10/2017,VG-21790
CA-2014-114433,5/13/2014,5/17/2014,NP-18325
CA-2017-104640,11/10/2017,11/16/2017,FH-14275
US-2015-137008,10/2/2015,10/8/2015,JP-15460
CA-2014-108189,10/2/2014,10/5/2014,ES-14080
CA-2014-154641,8/11/2014,8/16/2014,KL-16645
CA-2017-131625,9/1/2017,9/5/2017,BN-11515
US-2017-156356,4/16/2017,4/22/2017,ND-18370
CA-2016-138933,4/24/2016,4/27/2016,JL-15130
CA-2016-140746,1/15/2016,1/15/2016,RC-19825
CA-2016-146836,5/2/2016,5/2/2016,CC-12475
US-2016-127971,11/20/2016,11/27/2016,DW-13195
US-2016-140809,2/1/2016,2/3/2016,CK-12760
CA-2017-114524,3/31/2017,4/5/2017,EG-13900
CA-2017-113355,12/1/2017,12/5/2017,SJ-20215
US-2017-140907,12/10/2017,12/12/2017,BP-11185
CA-2016-159730,9/17/2016,9/21/2016,SJ-20125
CA-2016-157868,12/23/2016,12/29/2016,MC-17590
CA-2017-119389,4/17/2017,4/19/2017,BG-11740
CA-2017-110373,10/27/2017,10/30/2017,MA-17560
CA-2016-155474,7/8/2016,7/14/2016,CC-12220
CA-2015-155453,8/9/2015,8/14/2015,RA-19885
US-2016-161844,12/9/2016,12/14/2016,DK-12835
US-2016-162103,11/13/2016,11/17/2016,LB-16795
CA-2014-151554,11/14/2014,11/15/2014,CM-11815
CA-2014-140662,11/17/2014,11/19/2014,TS-21205
CA-2016-122518,3/4/2016,3/8/2016,RF-19345
US-2014-126571,10/11/2014,10/15/2014,JF-15565
CA-2014-143840,5/22/2014,5/29/2014,EH-14185
CA-2014-115980,7/15/2014,7/19/2014,VW-21775
CA-2015-155145,12/27/2015,12/29/2015,KN-16450
CA-2015-146038,2/9/2015,2/16/2015,SJ-20215
CA-2017-133865,5/8/2017,5/12/2017,PS-19045
CA-2017-116358,11/2/2017,11/6/2017,KM-16225
CA-2014-102988,4/5/2014,4/9/2014,GM-14695
US-2014-117170,9/17/2014,9/24/2014,KT-16465
CA-2014-159478,9/30/2014,10/6/2014,MH-17785
CA-2014-103702,9/12/2014,9/17/2014,AF-10885
CA-2017-150525,2/20/2017,2/25/2017,JP-16135
CA-2015-157770,12/13/2015,12/15/2015,RD-19585
CA-2016-167290,10/30/2016,11/4/2016,JF-15295
CA-2014-106264,12/26/2014,12/30/2014,CK-12595
CA-2014-138023,8/15/2014,8/18/2014,KH-16510
CA-2017-113418,10/1/2017,10/3/2017,CM-12655
US-2015-110569,5/23/2015,5/30/2015,EB-13870
CA-2017-136308,11/16/2017,11/16/2017,MW-18235
US-2014-159926,11/18/2014,11/22/2014,CS-11950
CA-2014-104738,12/30/2014,1/1/2015,SP-20620
CA-2015-144386,11/5/2015,11/11/2015,GT-14635
CA-2016-111416,9/17/2016,9/22/2016,LW-17215
CA-2016-162747,3/20/2016,3/25/2016,AH-10030
US-2014-133130,9/27/2014,10/1/2014,TH-21100
CA-2017-169978,12/24/2017,12/28/2017,HG-15025
CA-2017-161739,11/10/2017,11/15/2017,EB-13750
CA-2015-165057,9/11/2015,9/15/2015,SC-20725
CA-2014-134551,12/20/2014,12/25/2014,TS-21505
CA-2015-120810,7/23/2015,7/27/2015,TH-21550
CA-2014-165309,11/11/2014,11/15/2014,KD-16270
CA-2017-122595,12/14/2017,12/20/2017,GM-14455
US-2017-109253,8/21/2017,8/22/2017,PR-18880
CA-2016-145982,8/27/2016,9/1/2016,TB-21055
CA-2015-112014,8/13/2015,8/20/2015,ON-18715
CA-2017-154732,11/5/2017,11/7/2017,AH-10195
US-2016-157308,8/17/2016,8/21/2016,NM-18520
CA-2016-147536,12/26/2016,12/31/2016,AR-10510
US-2014-134733,9/23/2014,9/28/2014,BM-11650
US-2014-150434,7/19/2014,7/24/2014,CA-12310
CA-2017-100335,9/7/2017,9/13/2017,NF-18595
CA-2016-139234,5/6/2016,5/10/2016,AF-10870
US-2015-142020,6/4/2015,6/8/2015,TC-21535
CA-2015-139962,12/13/2015,12/20/2015,Dp-13240
CA-2016-130050,7/16/2016,7/18/2016,MC-17425
CA-2014-115161,1/31/2014,2/2/2014,LC-17050
CA-2014-165379,7/9/2014,7/15/2014,BM-11650
CA-2015-115511,11/21/2015,11/25/2015,NW-18400
CA-2016-134887,3/25/2016,3/25/2016,TB-21280
CA-2017-123778,9/23/2017,9/30/2017,BS-11755
CA-2015-161718,12/4/2015,12/10/2015,SO-20335
CA-2016-100671,11/1/2016,11/4/2016,CS-12490
CA-2017-142867,3/17/2017,3/21/2017,PO-19180
CA-2017-103156,11/23/2017,11/24/2017,TD-20995
US-2017-162208,8/27/2017,8/30/2017,SP-20620
CA-2015-130659,12/4/2015,12/9/2015,MS-17365
CA-2017-148404,10/7/2017,10/11/2017,Dp-13240
CA-2017-101077,3/25/2017,3/30/2017,DB-13660
CA-2014-166471,8/9/2014,8/13/2014,MG-17650
CA-2014-105340,11/22/2014,11/25/2014,EH-14185
US-2017-131583,6/10/2017,6/10/2017,CL-11890
US-2017-148362,7/1/2017,7/8/2017,KF-16285
CA-2014-102274,11/21/2014,11/26/2014,DH-13075
CA-2015-129700,5/4/2015,5/5/2015,LA-16780
CA-2017-168739,5/29/2017,6/5/2017,HZ-14950
CA-2015-152527,10/17/2015,10/17/2015,CM-12190
US-2014-150119,4/23/2014,4/27/2014,LB-16795
US-2017-150847,4/30/2017,5/6/2017,JF-15490
CA-2016-100244,9/20/2016,9/24/2016,GM-14695
CA-2016-116540,9/2/2016,9/2/2016,SS-20590
CA-2015-151841,4/27/2015,5/2/2015,TC-21475
CA-2015-150791,9/6/2015,9/13/2015,CC-12430
CA-2016-134803,5/28/2016,6/3/2016,CL-12565
CA-2015-153381,9/24/2015,9/28/2015,DE-13255
US-2017-111024,7/3/2017,7/6/2017,SZ-20035
CA-2017-148264,12/8/2017,12/9/2017,LF-17185
CA-2017-131212,12/5/2017,12/9/2017,AB-10165
US-2015-100531,9/27/2015,9/29/2015,NM-18520
CA-2017-152583,10/30/2017,10/30/2017,RA-19945
CA-2015-144099,11/29/2015,11/30/2015,PO-19195
CA-2014-158337,3/11/2014,3/14/2014,KA-16525
CA-2017-168858,11/19/2017,11/23/2017,JD-16150
CA-2016-116344,7/29/2016,8/2/2016,JO-15145
CA-2015-131779,6/12/2015,6/17/2015,LE-16810
CA-2016-158869,8/6/2016,8/7/2016,AH-10690
CA-2017-102554,6/11/2017,6/15/2017,KN-16705
CA-2016-162614,10/7/2016,10/13/2016,TB-21250
CA-2014-168592,9/8/2014,9/14/2014,DP-13390
CA-2014-157609,3/16/2014,3/21/2014,KN-16705
CA-2015-153325,3/1/2015,3/2/2015,ST-20530
CA-2015-153626,7/9/2015,7/14/2015,EB-13870
CA-2016-166485,2/20/2016,2/27/2016,AH-10210
CA-2017-136448,9/16/2017,9/18/2017,AS-10090
CA-2017-114258,11/5/2017,11/10/2017,EM-13825
CA-2015-152611,2/20/2015,2/23/2015,KA-16525
CA-2016-165470,11/25/2016,11/30/2016,HJ-14875
CA-2017-128699,12/3/2017,12/5/2017,ND-18370
US-2015-147242,9/10/2015,9/14/2015,EH-13765
CA-2016-146143,12/14/2016,12/19/2016,MC-17845
CA-2015-100888,4/6/2015,4/10/2015,MH-17455
US-2016-150035,12/1/2016,12/5/2016,CL-11890
CA-2017-122644,11/12/2017,11/17/2017,SF-20965
CA-2017-111815,3/3/2017,3/10/2017,EP-13915
CA-2016-144911,11/27/2016,11/30/2016,RW-19630
CA-2014-143385,8/31/2014,9/5/2014,SJ-20500
CA-2016-131289,12/8/2016,12/14/2016,SP-20620
CA-2014-124023,4/7/2014,4/10/2014,PJ-19015
CA-2014-124688,8/27/2014,8/29/2014,CC-12610
CA-2016-151169,10/21/2016,10/26/2016,MY-18295
US-2016-134761,11/30/2016,11/30/2016,DB-13210
CA-2017-120705,9/5/2017,9/11/2017,MG-17875
CA-2015-157322,7/2/2015,7/6/2015,RH-19600
CA-2017-142034,9/24/2017,9/28/2017,KB-16240
CA-2016-107328,8/8/2016,8/15/2016,CA-12055
CA-2016-108616,9/29/2016,10/3/2016,JK-15730
CA-2017-125115,4/10/2017,4/10/2017,RD-19930
CA-2016-150945,12/18/2016,12/20/2016,JK-16120
CA-2014-166863,6/20/2014,6/24/2014,SC-20020
CA-2017-140326,9/4/2017,9/6/2017,HW-14935
CA-2016-168536,12/20/2016,12/24/2016,SC-20800
US-2016-113649,8/9/2016,8/12/2016,HA-14920
CA-2015-124975,6/22/2015,6/25/2015,MG-17875
CA-2015-168767,4/10/2015,4/15/2015,DM-12955
CA-2016-114482,11/21/2016,11/25/2016,DM-13345
CA-2016-137673,9/5/2016,9/10/2016,ML-17395
CA-2016-132731,11/24/2016,11/28/2016,GA-14515
CA-2017-148922,12/10/2017,12/15/2017,SU-20665
CA-2016-130680,6/24/2016,6/29/2016,BD-11320
CA-2015-141145,9/17/2015,9/23/2015,DB-13405
US-2016-152835,5/19/2016,5/23/2016,RP-19855
CA-2016-155565,5/28/2016,5/28/2016,EH-13765
CA-2014-110849,4/18/2014,4/23/2014,JL-15835
CA-2016-145842,6/17/2016,6/20/2016,FM-14380
CA-2014-158771,5/9/2014,5/9/2014,SB-20290
CA-2016-157511,9/18/2016,9/20/2016,SV-20365
CA-2017-121216,12/23/2017,12/25/2017,MM-17920
CA-2017-155292,10/30/2017,11/1/2017,RD-19810
CA-2016-152555,3/29/2016,4/2/2016,ME-17320
CA-2017-107832,11/23/2017,11/26/2017,FH-14275
CA-2014-120838,3/23/2014,3/26/2014,PO-18865
