Order ID,Product ID,Customer ID,Ship Mode,Sales,Quantity,Discount,Profit
CA-2017-126074,OFF-BI-10000546,RF-19735,Standard Class,2.88,1,0.0,1.4112
CA-2016-110499,TEC-CO-10002095,YC-21895,First Class,1199.976,3,0.2,374.9925
CA-2015-135272,FUR-FU-10002759,MS-17830,Standard Class,79.92,4,0.0,28.7712
CA-2016-140928,FUR-TA-10001095,NB-18655,Standard Class,383.438,4,0.45,-167.3184
CA-2014-106803,OFF-ST-10002444,DC-13285,Standard Class,24.56,2,0.0,6.8768
CA-2014-106803,TEC-AC-10001267,DC-13285,Standard Class,119.8,4,0.0,47.92
CA-2017-117240,OFF-BI-10000848,CP-12340,Standard Class,13.128,3,0.2,4.2666
CA-2017-133333,OFF-PA-10002377,BF-11020,Standard Class,22.72,4,0.0,10.224
CA-2015-112319,OFF-PA-10003441,AR-10510,Standard Class,58.32,9,0.0,27.9936
CA-2017-126046,OFF-LA-10004484,JC-16105,Standard Class,12.39,3,0.0,5.6994
CA-2015-114923,TEC-PH-10003931,LH-17020,Standard Class,107.982,3,0.4,-26.9955
CA-2014-162775,OFF-EN-10001990,CS-12250,Second Class,11.36,2,0.0,5.3392
CA-2014-162775,OFF-EN-10001532,CS-12250,Second Class,50.94,3,0.0,25.47
CA-2014-162775,TEC-AC-10003174,CS-12250,Second Class,646.74,6,0.0,258.696
CA-2014-162775,OFF-BI-10004187,CS-12250,Second Class,5.64,3,0.0,2.7072
CA-2014-162775,OFF-ST-10000025,CS-12250,Second Class,572.58,6,0.0,34.3548
CA-2014-106810,FUR-FU-10004306,AJ-10795,Standard Class,310.88,2,0.2,23.316
CA-2016-157245,FUR-CH-10003746,LE-16810,Standard Class,641.96,2,0.0,179.7488
CA-2017-104220,OFF-BI-10001036,BV-11245,Standard Class,18.28,2,0.0,9.14
CA-2017-104220,TEC-PH-10004614,BV-11245,Standard Class,207.0,3,0.0,51.75
CA-2017-104220,OFF-BI-10000301,BV-11245,Standard Class,32.35,5,0.0,16.175
CA-2017-104220,OFF-BI-10003910,BV-11245,Standard Class,7.71,1,0.0,3.4695
CA-2017-104220,OFF-AR-10004648,BV-11245,Standard Class,40.3,2,0.0,10.881
CA-2017-104220,FUR-FU-10002597,BV-11245,Standard Class,34.58,7,0.0,14.5236
CA-2014-165974,OFF-AR-10003405,DL-12865,Standard Class,32.76,7,0.2,3.6855
CA-2015-144267,FUR-CH-10002335,NZ-18565,First Class,544.008,3,0.2,40.8006
CA-2015-144267,OFF-PA-10000157,NZ-18565,First Class,59.94,3,0.0,28.1718
CA-2015-144267,OFF-PA-10001947,NZ-18565,First Class,23.92,4,0.0,11.7208
CA-2015-144267,OFF-PA-10003657,NZ-18565,First Class,4.28,1,0.0,1.926
US-2015-157014,OFF-BI-10001098,BM-11785,Second Class,32.07,5,0.7,-22.449
US-2015-157014,TEC-AC-10002167,BM-11785,Second Class,24.0,2,0.2,-2.7
US-2015-157014,FUR-BO-10004409,BM-11785,Second Class,35.49,1,0.5,-15.6156
US-2015-157014,TEC-AC-10000057,BM-11785,Second Class,47.984,2,0.2,0.5998
CA-2015-154921,OFF-EN-10000056,EA-14035,Standard Class,186.69,3,0.0,87.7443
CA-2017-129567,OFF-BI-10000014,CL-12565,Second Class,17.456,2,0.2,5.8914
CA-2015-154620,FUR-CH-10004675,LT-17110,Standard Class,348.928,2,0.2,34.8928
CA-2015-115938,OFF-BI-10001543,SA-20830,Standard Class,143.96,4,0.0,69.1008
CA-2015-115938,OFF-ST-10001321,SA-20830,Standard Class,15.42,1,0.0,4.1634
CA-2015-115938,OFF-BI-10001132,SA-20830,Standard Class,43.04,8,0.0,21.0896
CA-2015-115938,FUR-CH-10003199,SA-20830,Standard Class,332.94,3,0.0,79.9056
CA-2016-105256,TEC-PH-10001530,JK-15730,Same Day,1363.96,5,0.2,85.2475
CA-2014-156433,OFF-LA-10001569,ES-14020,Standard Class,9.96,2,0.0,4.5816
CA-2014-156433,OFF-PA-10003724,ES-14020,Standard Class,21.72,4,0.0,10.6428
CA-2017-151428,OFF-BI-10000546,RH-19495,Standard Class,20.16,7,0.0,9.8784
CA-2015-124653,OFF-PA-10000176,DB-13120,First Class,132.79,7,0.0,63.7392
CA-2015-124653,OFF-PA-10002365,DB-13120,First Class,12.96,2,0.0,6.2208
CA-2015-124653,OFF-LA-10002271,DB-13120,First Class,21.56,7,0.0,10.3488
CA-2015-101910,FUR-CH-10002647,CD-11920,Standard Class,283.92,5,0.2,17.745
CA-2017-105809,FUR-FU-10004090,HW-14935,First Class,22.23,1,0.0,7.3359
CA-2017-105809,TEC-PH-10001580,HW-14935,First Class,215.968,2,0.2,18.8972
CA-2016-136133,OFF-AP-10000576,HW-14935,Second Class,355.32,9,0.0,99.4896
CA-2016-115504,OFF-PA-10003953,MC-18130,Standard Class,12.96,2,0.0,6.2208
CA-2017-135783,FUR-FU-10000794,GM-14440,First Class,18.28,2,0.0,6.2152
CA-2014-134313,OFF-AR-10001897,RA-19915,Standard Class,43.176,3,0.2,4.3176
CA-2014-134313,TEC-PH-10001795,RA-19915,Standard Class,1983.968,4,0.2,247.996
CA-2015-140921,FUR-FU-10003347,AA-10375,First Class,28.4,2,0.0,11.076
CA-2015-140921,TEC-AC-10004901,AA-10375,First Class,149.97,3,0.0,50.9898
CA-2014-151995,OFF-AR-10003190,ZC-21910,First Class,11.52,4,0.0,3.2256
CA-2014-151995,FUR-TA-10002903,ZC-21910,First Class,1298.55,5,0.0,311.652
CA-2014-151995,OFF-AP-10000240,ZC-21910,First Class,213.92,4,0.0,62.0368
CA-2014-151995,TEC-AC-10001101,ZC-21910,First Class,25.78,2,0.0,2.578
CA-2017-143686,FUR-FU-10000794,PJ-19015,Same Day,18.28,2,0.0,6.2152
CA-2017-143686,TEC-AC-10001838,PJ-19015,Same Day,1399.93,7,0.0,601.9699
CA-2015-106565,OFF-PA-10000061,BW-11110,First Class,51.84,8,0.0,24.8832
CA-2016-149370,OFF-PA-10003651,DB-13210,Standard Class,5.344,1,0.2,1.8704
CA-2014-140858,OFF-PA-10000304,CA-12775,Standard Class,41.472,8,0.2,14.5152
CA-2014-140858,OFF-BI-10003094,CA-12775,Standard Class,3.168,3,0.7,-2.4288
CA-2014-140858,FUR-CH-10001394,CA-12775,Standard Class,1228.465,5,0.3,0.0
CA-2014-140858,OFF-BI-10004230,CA-12775,Standard Class,31.086,3,0.7,-22.7964
CA-2014-140858,OFF-PA-10003395,CA-12775,Standard Class,335.52,4,0.2,117.432
CA-2017-101434,TEC-AC-10002402,TR-21325,Standard Class,239.97,3,0.0,71.991
CA-2017-101434,OFF-LA-10003223,TR-21325,Standard Class,9.82,2,0.0,4.8118
US-2014-102071,TEC-AC-10003441,PG-18820,Standard Class,67.8,4,0.0,4.068
US-2014-102071,TEC-AC-10000109,PG-18820,Standard Class,167.97,3,0.0,40.3128
CA-2017-126956,OFF-FA-10002280,GT-14710,Standard Class,35.0,7,0.0,16.8
CA-2017-126956,OFF-SU-10000381,GT-14710,Standard Class,37.24,4,0.0,10.7996
CA-2017-126956,OFF-EN-10004459,GT-14710,Standard Class,15.28,2,0.0,7.4872
CA-2017-129462,FUR-CH-10000665,JE-15745,Second Class,301.96,2,0.0,90.588
CA-2017-129462,OFF-AP-10003884,JE-15745,Second Class,180.66,3,0.0,50.5848
CA-2017-129462,TEC-PH-10001557,JE-15745,Second Class,191.98,2,0.0,51.8346
CA-2017-129462,TEC-PH-10002085,JE-15745,Second Class,65.99,1,0.0,17.1574
CA-2016-165316,OFF-AR-10002956,JB-15400,Standard Class,35.216,2,0.2,2.6412
CA-2016-165316,OFF-AP-10003266,JB-15400,Standard Class,23.696,2,0.2,6.5164
CA-2016-165316,TEC-MA-10004002,JB-15400,Standard Class,265.475,1,0.5,-111.4995
US-2014-115987,OFF-BI-10001071,LH-17020,Second Class,51.184,4,0.8,-79.3352
US-2017-156083,OFF-PA-10001560,JL-15175,Standard Class,9.664,2,0.2,3.2616
US-2016-137547,TEC-PH-10002365,EB-13705,Standard Class,21.072,3,0.2,1.5804
CA-2015-100454,OFF-AR-10004648,BM-11650,Standard Class,60.45,3,0.0,16.3215
CA-2015-100454,OFF-AR-10002578,BM-11650,Standard Class,11.52,4,0.0,3.3408
CA-2015-100454,FUR-BO-10001519,BM-11650,Standard Class,186.048,4,0.2,9.3024
CA-2016-161669,OFF-BI-10001294,EM-14095,First Class,37.44,4,0.2,11.7
CA-2016-161669,OFF-BI-10001636,EM-14095,First Class,26.976,4,0.2,8.7672
CA-2016-161669,OFF-SU-10002503,EM-14095,First Class,11.36,2,0.0,3.2944
CA-2016-161669,OFF-LA-10004093,EM-14095,First Class,14.62,2,0.0,6.8714
CA-2015-114300,TEC-PH-10001552,AF-10885,Standard Class,83.72,7,0.0,23.4416
CA-2015-114300,FUR-CH-10001891,AF-10885,Standard Class,287.94,3,0.0,77.7438
CA-2017-107503,FUR-FU-10003878,GA-14725,Standard Class,48.896,4,0.2,8.5568
CA-2014-107755,TEC-AC-10000710,CK-12760,Standard Class,115.36,7,0.0,49.6048
CA-2016-152534,OFF-AR-10002335,DP-13105,Second Class,5.16,2,0.0,1.3416
CA-2016-152534,OFF-PA-10001870,DP-13105,Second Class,38.88,6,0.0,18.6624
CA-2016-113747,OFF-AR-10003373,VD-21670,Standard Class,185.88,6,0.0,50.1876
CA-2016-123274,FUR-FU-10004090,GT-14710,Standard Class,44.46,2,0.0,14.6718
CA-2016-123274,OFF-ST-10000736,GT-14710,Standard Class,242.94,3,0.0,9.7176
CA-2014-125612,OFF-PA-10001019,BK-11260,Standard Class,39.96,2,0.0,18.7812
CA-2014-125612,OFF-SU-10002537,BK-11260,Standard Class,102.3,10,0.0,26.598
CA-2014-125612,OFF-ST-10003221,BK-11260,Standard Class,21.36,2,0.0,5.7672
CA-2017-161984,OFF-PA-10004569,SJ-20125,Standard Class,7.61,1,0.0,3.5767
CA-2017-161984,OFF-FA-10000624,SJ-20125,Standard Class,7.16,2,0.0,3.58
CA-2014-133851,OFF-SU-10001225,CM-12445,Standard Class,7.36,2,0.0,0.1472
CA-2014-133851,OFF-AR-10003752,CM-12445,Standard Class,23.1,2,0.0,10.626
CA-2016-134474,TEC-AC-10001714,AJ-10795,Second Class,191.472,6,0.2,40.6878
CA-2016-134474,OFF-AR-10003958,AJ-10795,Second Class,5.248,2,0.2,0.5904
CA-2016-134474,TEC-PH-10002923,AJ-10795,Second Class,59.184,2,0.2,5.1786
CA-2014-149020,OFF-LA-10004272,AJ-10780,Standard Class,2.89,1,0.0,1.3583
CA-2014-149020,FUR-FU-10000965,AJ-10780,Standard Class,51.94,1,0.0,21.2954
CA-2016-134362,OFF-LA-10004853,LS-16945,First Class,15.936,4,0.2,5.1792
CA-2014-136742,OFF-BI-10003719,GP-14740,Standard Class,44.91,6,0.7,-35.928
CA-2016-158099,OFF-BI-10000545,PK-18910,First Class,1141.47,5,0.7,-760.98
CA-2016-158099,TEC-PH-10002496,PK-18910,First Class,280.782,3,0.4,-46.797
CA-2015-131128,OFF-PA-10003591,TB-21520,First Class,34.44,3,0.0,17.22
CA-2014-148488,OFF-PA-10004470,SM-20005,Standard Class,11.36,2,0.0,5.2256
CA-2014-148488,OFF-BI-10000315,SM-20005,Standard Class,106.344,7,0.2,37.2204
CA-2017-114636,OFF-PA-10001790,GA-14725,Standard Class,192.16,5,0.2,67.256
CA-2016-116736,FUR-FU-10004017,CC-12430,Standard Class,322.59,3,0.0,64.518
CA-2016-116736,TEC-AC-10003628,CC-12430,Standard Class,29.99,1,0.0,13.1956
CA-2016-116736,TEC-AC-10002049,CC-12430,Standard Class,371.97,3,0.0,66.9546
US-2014-158638,OFF-BI-10003712,AG-10765,Standard Class,5.892,4,0.7,-4.1244
CA-2017-111689,OFF-BI-10003984,HP-14815,Second Class,68.472,3,0.2,23.1093
CA-2017-111689,FUR-CH-10004287,HP-14815,Second Class,1242.9,5,0.1,262.39
CA-2015-129098,OFF-ST-10001321,DK-13090,Standard Class,30.84,2,0.0,8.3268
US-2017-123463,OFF-AR-10001118,GZ-14470,Same Day,13.48,4,0.0,5.9312
CA-2016-165148,FUR-FU-10000732,PM-19135,First Class,31.4,5,0.0,10.048
CA-2014-134061,FUR-FU-10001424,LL-16840,Standard Class,17.46,2,0.0,5.9364
CA-2015-143602,OFF-BI-10002071,JS-15595,Second Class,13.944,3,0.2,4.5318
CA-2017-115364,OFF-ST-10002486,OT-18730,Standard Class,83.76,12,0.0,1.6752
CA-2017-150707,OFF-BI-10001078,EL-13735,Standard Class,37.66,7,0.0,18.4534
CA-2014-104976,OFF-PA-10003845,CK-12760,Standard Class,34.68,6,0.0,16.9932
CA-2017-132934,TEC-AC-10000927,JE-15475,Standard Class,149.95,5,0.0,14.995
CA-2017-132934,OFF-BI-10001098,JE-15475,Standard Class,51.312,3,0.2,18.6006
CA-2017-133256,OFF-PA-10001622,TH-21550,First Class,4.54,1,0.0,2.043
CA-2017-133256,OFF-AR-10003158,TH-21550,First Class,15.92,4,0.0,5.4128
CA-2017-133256,TEC-PH-10002660,TH-21550,First Class,543.92,8,0.0,135.98
CA-2016-105494,OFF-ST-10002205,PC-18745,First Class,155.82,7,0.0,42.0714
CA-2016-105494,OFF-BI-10003364,PC-18745,First Class,70.008,3,0.2,24.5028
CA-2016-140634,OFF-EN-10001099,HL-15040,Second Class,15.648,2,0.2,5.0856
CA-2014-144407,OFF-LA-10003923,MS-17365,Standard Class,103.6,7,0.0,51.8
CA-2017-160983,OFF-PA-10002250,GB-14530,Second Class,46.96,8,0.0,22.5408
US-2016-114622,OFF-BI-10004716,JR-16210,First Class,8.904,2,0.7,-6.5296
CA-2017-150959,OFF-LA-10001045,TD-20995,First Class,10.44,5,0.2,3.393
CA-2017-150959,OFF-BI-10001510,TD-20995,First Class,18.336,4,0.8,-32.088
CA-2017-132353,TEC-PH-10004536,DB-13060,First Class,323.976,3,0.2,20.2485
CA-2016-130477,OFF-PA-10002947,LC-17140,Standard Class,20.04,3,0.0,9.6192
CA-2016-130477,OFF-ST-10002583,LC-17140,Standard Class,64.96,2,0.0,2.5984
CA-2016-130477,OFF-PA-10000019,LC-17140,Standard Class,12.96,2,0.0,6.2208
CA-2017-143259,FUR-BO-10003441,PO-18865,Standard Class,323.136,4,0.2,12.1176
CA-2017-143259,TEC-PH-10004774,PO-18865,Standard Class,90.93,7,0.0,2.7279
CA-2017-143259,OFF-BI-10003684,PO-18865,Standard Class,52.776,3,0.2,19.791
CA-2017-137596,TEC-PH-10001494,BE-11335,Standard Class,1199.8,4,0.0,323.946
CA-2017-137596,TEC-AC-10004666,BE-11335,Standard Class,1928.78,7,0.0,829.3754
CA-2017-137596,OFF-ST-10003816,BE-11335,Standard Class,352.38,2,0.0,81.0474
CA-2015-133627,FUR-FU-10001935,SC-20050,Standard Class,22.2,6,0.0,9.102
CA-2017-102519,FUR-FU-10004091,BM-11650,First Class,46.94,1,0.0,19.2454
CA-2017-102519,TEC-AC-10001772,BM-11650,First Class,143.73,9,0.0,56.0547
US-2014-141215,FUR-TA-10001520,KL-16555,Standard Class,99.918,2,0.3,-18.5562
US-2014-141215,FUR-CH-10003379,KL-16555,Standard Class,797.944,4,0.3,-56.996
US-2014-141215,OFF-BI-10002706,KL-16555,Standard Class,8.568,3,0.8,-14.5656
CA-2016-165218,OFF-EN-10000056,RW-19630,Standard Class,149.352,3,0.2,50.4063
CA-2016-165218,OFF-ST-10001558,RW-19630,Standard Class,12.992,1,0.2,-0.812
CA-2014-138296,OFF-ST-10002444,RC-19825,Standard Class,24.56,2,0.0,6.8768
CA-2015-111164,TEC-AC-10002473,SE-20110,Standard Class,85.14,3,0.0,34.9074
CA-2015-111164,TEC-PH-10004531,SE-20110,Standard Class,21.99,1,0.0,10.5552
CA-2015-111164,OFF-AP-10004487,SE-20110,Standard Class,406.6,5,0.0,113.848
CA-2016-149797,OFF-BI-10003650,AH-10075,Standard Class,841.568,2,0.2,294.5488
CA-2014-132962,OFF-PA-10003543,JM-15535,First Class,15.552,3,0.2,5.4432
CA-2014-132962,TEC-AC-10004353,JM-15535,First Class,252.0,5,0.2,53.55
CA-2015-115091,OFF-AR-10000658,JJ-15760,Standard Class,46.2,4,0.0,12.936
CA-2015-115091,OFF-AP-10000696,JJ-15760,Standard Class,28.84,2,0.0,9.5172
CA-2017-144932,OFF-AR-10003560,AB-10165,First Class,14.592,3,0.2,2.5536
CA-2017-144932,OFF-AR-10001468,AB-10165,First Class,89.856,3,0.2,21.3408
CA-2017-144932,OFF-PA-10004971,AB-10165,First Class,13.872,3,0.2,5.0286
CA-2017-114216,OFF-PA-10002195,RK-19300,Standard Class,12.192,3,0.2,4.1148
CA-2016-140081,OFF-PA-10001745,CG-12040,Standard Class,45.056,8,0.2,15.2064
CA-2016-140081,OFF-BI-10004826,CG-12040,Standard Class,29.718,6,0.7,-21.7932
CA-2016-140081,OFF-PA-10001870,CG-12040,Standard Class,15.552,3,0.2,5.4432
CA-2016-140081,OFF-AP-10001058,CG-12040,Standard Class,447.696,2,0.2,33.5772
US-2017-111745,TEC-AC-10003911,RA-19885,First Class,159.99,1,0.0,54.3966
CA-2015-148250,OFF-PA-10000289,RP-19270,Standard Class,12.96,2,0.0,6.2208
CA-2015-148250,OFF-AP-10003040,RP-19270,Standard Class,134.48,4,0.0,34.9648
CA-2016-105760,OFF-PA-10000350,KC-16255,First Class,17.12,2,0.0,8.0464
CA-2016-142958,OFF-BI-10001759,RW-19630,Standard Class,6.096,2,0.2,2.2098
CA-2016-142958,FUR-TA-10000577,RW-19630,Standard Class,1114.272,4,0.2,41.7852
CA-2015-120880,OFF-PA-10004101,JL-15850,Standard Class,32.4,5,0.0,15.552
CA-2015-120880,OFF-ST-10001496,JL-15850,Standard Class,540.57,3,0.0,140.5482
CA-2015-120880,OFF-BI-10002931,JL-15850,Standard Class,167.76,5,0.2,62.91
US-2015-140200,FUR-TA-10002356,CA-12775,First Class,393.165,3,0.5,-204.4458
US-2017-110576,FUR-FU-10003601,RB-19795,Standard Class,516.488,7,0.2,-12.9122
US-2017-110576,FUR-FU-10000576,RB-19795,Standard Class,1007.232,6,0.2,75.5424
US-2017-110576,FUR-TA-10004154,RB-19795,Standard Class,2065.32,12,0.4,-619.596
US-2017-110576,OFF-PA-10000788,RB-19795,Standard Class,15.552,3,0.2,5.4432
US-2017-110576,OFF-PA-10002479,RB-19795,Standard Class,25.344,6,0.2,7.92
CA-2017-131156,FUR-FU-10001940,KH-16360,Standard Class,25.472,4,0.2,7.6416
CA-2017-136539,OFF-AR-10001958,GH-14665,Standard Class,27.168,2,0.2,2.7168
CA-2017-136539,FUR-BO-10004709,GH-14665,Standard Class,78.8528,2,0.32,-11.596
CA-2017-119305,OFF-ST-10000604,SW-20275,Standard Class,173.8,5,0.0,43.45
CA-2017-102414,TEC-PH-10002923,JA-15970,Second Class,29.592,1,0.2,2.5893
CA-2017-102414,OFF-BI-10004465,JA-15970,Second Class,4.752,2,0.7,-3.168
CA-2017-102414,OFF-PA-10002333,JA-15970,Second Class,15.552,3,0.2,5.6376
CA-2015-112571,FUR-FU-10004188,DL-12925,Same Day,204.6,2,0.0,53.196
CA-2017-152142,FUR-CH-10002965,LW-16990,Standard Class,321.568,2,0.2,28.1372
CA-2015-160059,OFF-BI-10000145,TB-21190,Standard Class,6.24,2,0.0,3.0576
CA-2016-120859,OFF-EN-10001335,CV-12805,First Class,21.88,2,0.0,10.94
CA-2014-127488,OFF-LA-10001613,MS-17365,Second Class,4.608,2,0.2,1.6704
CA-2017-135279,OFF-LA-10004055,BS-11800,First Class,9.82,2,0.0,4.8118
CA-2017-135279,OFF-AR-10004344,BS-11800,First Class,35.97,3,0.0,9.7119
CA-2017-135279,OFF-PA-10004621,BS-11800,First Class,12.96,2,0.0,6.2208
CA-2017-135279,OFF-PA-10001281,BS-11800,First Class,191.6,4,0.0,91.968
CA-2017-135279,OFF-LA-10001613,BS-11800,First Class,8.64,3,0.0,4.2336
CA-2017-135279,OFF-ST-10001097,BS-11800,First Class,501.81,3,0.0,0.0
CA-2014-115791,FUR-FU-10001095,DL-13315,Second Class,127.104,6,0.2,28.5984
CA-2014-115791,TEC-PH-10004614,DL-13315,Second Class,124.2,3,0.4,-31.05
CA-2014-115791,OFF-BI-10001575,DL-13315,Second Class,18.588,2,0.7,-13.6312
CA-2014-115791,OFF-LA-10001074,DL-13315,Second Class,30.072,3,0.2,10.1493
US-2017-103247,TEC-PH-10003555,PO-19195,Second Class,160.93,7,0.0,3.2186
US-2017-103247,OFF-BI-10004492,PO-19195,Second Class,75.792,3,0.2,25.5798
US-2017-100209,OFF-BI-10002012,TD-20995,Standard Class,1.08,2,0.7,-0.792
CA-2017-159366,TEC-MA-10000822,BW-11110,First Class,3059.982,2,0.1,679.996
CA-2016-145499,OFF-BI-10000848,RW-19690,First Class,3.282,2,0.7,-2.6256
CA-2015-157035,OFF-PA-10004156,KB-16600,First Class,34.02,3,0.0,16.6698
CA-2016-144939,FUR-CH-10003199,EB-13870,Standard Class,599.292,6,0.1,93.2232
CA-2014-163419,OFF-AR-10000034,TZ-21580,Second Class,3.392,1,0.2,0.8056
CA-2014-163419,TEC-PH-10000560,TZ-21580,Second Class,559.984,2,0.2,55.9984
CA-2014-163419,FUR-CH-10000665,TZ-21580,Second Class,603.92,5,0.2,75.49
CA-2017-100314,OFF-LA-10001569,AS-10630,Standard Class,7.968,2,0.2,2.5896
CA-2017-100314,OFF-EN-10000461,AS-10630,Standard Class,27.968,4,0.2,9.4392
CA-2017-100314,TEC-MA-10003066,AS-10630,Standard Class,336.51,3,0.4,44.868
CA-2015-146829,OFF-BI-10004022,TS-21340,Same Day,1.112,2,0.8,-1.8904
CA-2017-167899,FUR-FU-10004071,JG-15805,Standard Class,520.05,5,0.0,72.807
CA-2017-167899,OFF-AR-10001988,JG-15805,Standard Class,17.97,3,0.0,5.2113
CA-2015-153549,FUR-CH-10004086,SL-20155,Second Class,1166.92,5,0.2,131.2785
CA-2016-110023,OFF-BI-10001036,TS-21610,First Class,14.624,2,0.2,5.484
CA-2016-105585,OFF-FA-10002983,RF-19735,First Class,10.23,3,0.0,4.9104
CA-2016-105585,OFF-PA-10003625,RF-19735,First Class,154.9,5,0.0,69.705
CA-2014-117639,OFF-BI-10003925,MW-18235,Standard Class,2715.93,7,0.0,1276.4871
CA-2014-117639,TEC-PH-10001530,MW-18235,Standard Class,617.97,3,0.0,173.0316
CA-2015-162537,OFF-EN-10003862,RD-19585,Standard Class,10.67,1,0.0,4.9082
CA-2015-162537,OFF-ST-10004258,RD-19585,Standard Class,36.63,3,0.0,9.8901
CA-2015-162537,FUR-FU-10002885,RD-19585,Standard Class,24.1,5,0.0,9.158
CA-2015-162537,FUR-FU-10001918,RD-19585,Standard Class,33.11,7,0.0,12.9129
CA-2016-155488,OFF-AR-10002956,FM-14290,Standard Class,44.02,2,0.0,11.4452
CA-2015-124891,TEC-AC-10003033,RH-19495,Same Day,2309.65,7,0.0,762.1845
CA-2015-124891,FUR-TA-10002903,RH-19495,Same Day,1090.782,7,0.4,-290.8752
CA-2015-124891,OFF-PA-10004621,RH-19495,Same Day,19.44,3,0.0,9.3312
CA-2015-126445,OFF-ST-10000046,RA-19945,Standard Class,484.65,3,0.0,92.0835
CA-2015-111199,OFF-PA-10001790,JK-15730,Standard Class,115.296,3,0.2,40.3536
CA-2015-105312,OFF-EN-10002600,MT-17815,First Class,7.08,3,0.2,2.478
CA-2015-105312,OFF-BI-10002049,MT-17815,First Class,4.401,3,0.7,-3.5208
US-2017-106705,OFF-PA-10001509,PO-18850,Standard Class,44.75,5,0.0,20.585
CA-2017-135034,TEC-PH-10003931,AT-10735,First Class,95.984,2,0.2,5.999
CA-2014-158540,FUR-FU-10001602,VG-21790,First Class,151.72,4,0.0,27.3096
CA-2017-118437,FUR-FU-10004848,PF-19165,Second Class,155.25,3,0.0,46.575
CA-2017-118437,OFF-ST-10003722,PF-19165,Second Class,14.03,1,0.0,4.0687
US-2015-126214,FUR-TA-10003748,JS-15880,Second Class,1618.37,13,0.0,356.0414
US-2015-126214,TEC-AC-10003198,JS-15880,Second Class,99.6,1,0.0,36.852
CA-2015-133025,OFF-PA-10004100,MO-17800,Second Class,32.4,5,0.0,15.552
CA-2015-108665,FUR-FU-10002191,KM-16225,Standard Class,13.96,2,0.0,6.7008
CA-2015-108665,FUR-FU-10000965,KM-16225,Standard Class,155.82,3,0.0,63.8862
CA-2015-108665,TEC-PH-10004188,KM-16225,Standard Class,124.95,5,0.0,2.499
CA-2015-108665,OFF-ST-10001526,KM-16225,Standard Class,601.65,5,0.0,156.429
CA-2015-124450,OFF-AR-10001166,GT-14710,Standard Class,22.74,3,0.0,8.8686
CA-2015-124450,FUR-CH-10000309,GT-14710,Standard Class,1267.53,3,0.0,316.8825
CA-2015-124450,TEC-MA-10004212,GT-14710,Standard Class,1379.92,8,0.0,648.5624
CA-2015-167269,OFF-EN-10003072,PB-19150,Standard Class,6.208,2,0.2,2.1728
CA-2017-106964,OFF-BI-10000320,HR-14770,First Class,11.808,2,0.2,4.2804
CA-2016-126529,OFF-PA-10001166,DE-13255,Second Class,15.552,3,0.2,5.4432
CA-2016-126529,OFF-PA-10003656,DE-13255,Second Class,63.312,3,0.2,20.5764
CA-2016-126529,TEC-PH-10000148,DE-13255,Second Class,15.588,2,0.4,-9.8724
CA-2014-163552,OFF-PA-10000474,LA-16780,Standard Class,177.2,5,0.0,83.284
CA-2014-163552,TEC-PH-10003885,LA-16780,Standard Class,197.97,3,0.0,57.4113
CA-2014-163552,FUR-CH-10003379,LA-16780,Standard Class,854.94,3,0.0,213.735
CA-2014-163552,FUR-FU-10000629,LA-16780,Standard Class,124.11,9,0.0,52.1262
CA-2014-163552,OFF-LA-10001175,LA-16780,Standard Class,14.4,5,0.0,7.056
CA-2016-109820,OFF-PA-10000955,AG-10390,First Class,15.696,3,0.2,5.1012
CA-2016-109820,OFF-BI-10003460,AG-10390,First Class,2.628,2,0.7,-1.9272
CA-2016-109820,OFF-BI-10000474,AG-10390,First Class,14.427,3,0.7,-10.5798
CA-2016-113061,FUR-FU-10003975,EL-13735,Standard Class,86.62,2,0.0,8.662
CA-2015-127418,OFF-BI-10003707,JJ-15445,First Class,36.624,3,0.2,13.734
CA-2017-121818,OFF-AR-10000203,JH-15430,First Class,23.968,7,0.2,2.6964
CA-2017-121818,OFF-AR-10004790,JH-15430,First Class,28.728,3,0.2,1.7955
CA-2016-127670,FUR-TA-10001095,RD-19660,Standard Class,697.16,4,0.0,146.4036
CA-2016-102981,TEC-AC-10004761,MO-17500,Second Class,31.86,2,0.0,11.151
CA-2016-102981,FUR-BO-10001811,MO-17500,Second Class,722.352,3,0.2,90.294
CA-2017-115651,OFF-AR-10001130,NS-18640,First Class,8.84,5,0.2,2.9835
CA-2017-115651,OFF-AP-10000055,NS-18640,First Class,58.464,9,0.8,-146.16
CA-2017-152702,FUR-CH-10002304,SN-20710,Standard Class,254.604,14,0.3,-18.186
CA-2016-169103,TEC-PH-10001530,ZC-21910,Standard Class,1363.96,5,0.2,85.2475
CA-2016-169103,FUR-FU-10004006,ZC-21910,Standard Class,102.36,3,0.2,-3.8385
CA-2014-139192,TEC-PH-10000486,LC-16885,Second Class,1113.504,12,0.2,125.2692
CA-2014-139192,TEC-AC-10001606,LC-16885,Second Class,99.99,1,0.0,37.9962
US-2015-153500,FUR-FU-10000293,DG-13300,First Class,168.464,2,0.2,-29.4812
US-2015-153500,OFF-PA-10001307,DG-13300,First Class,6.72,2,0.2,2.436
US-2015-153500,FUR-FU-10004460,DG-13300,First Class,282.888,9,0.2,56.5776
CA-2015-110667,OFF-AR-10000716,NF-18595,Standard Class,11.16,2,0.0,4.3524
